"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8431","test_specified_browsers1","","2026-04-09","passed","2026-04-09","","test_fixture","",""
